Sr_No,Location_Coordinates,Hospital_Name,District,Address_First_Line,State,Pincode,Telephone,,,
19158,"16.990215, 73.3120233","Shree Vithalrao Joshi Charities Trust's Bkl Walawalkar Hospital, Diagnostic And Research Centre",Ratnagiri,"Shreekshetra Dervan, Tal Chiplun, Ratnagiri (Ms)",Maharashtra,415606,0,,,
19159,"17.5323106, 73.5177928",Bkl Walawalkar Hospital,Ratnagiri,"A/P. Shreekshetra Dervan, Tal : Chiplun",Maharashtra,415612,0,,,
19160,"16.990215, 73.3120233",Jyoti Eye Care Research Foundation,Ratnagiri,"1 St Floor, Swapnali Appartment, Opp: St Bust Stop",Maharashtra,415612,0,,,
19161,"16.5494405, 73.6009811",Karmarkar Hospital,Ratnagiri,Maruti Mandir,Maharashtra,415612,0,,,
19162,"17.0686039, 73.6241855",Matumandir Hospital,Ratnagiri,Devrukh,Maharashtra,415612,0,,,
19163,"18.5372874, 73.8717109",Parkar Hospital and Research Institute Pvt Ltd,Ratnagiri,"828, Shivajinagar, Near Maruti Mandir",Maharashtra,415612,0,,,
19164,"16.990215, 73.3120233",Shree Ramnath Hospital,Ratnagiri,"Lotlikar Plaza, Maruti Mandir",Maharashtra,415612,0,,,
19165,"17.2826079, 73.4569787",Vaidya Eye Hospital,Ratnagiri,"Hotel Sai Kripa, Ground Floor,Juna Malnaka",Maharashtra,415612,0,,,
19166,"17.784371, 73.1851121",Dr.Chopwalikar Eye Hospital,Ratnagiri,"Gala No.1 Next To Nishkarsh Diagnostic , Rigal Palace, Shivajinagar",Maharashtra,415639,0,,,
19167,"17.5323106, 73.5177928",Jyoti Care and Research Foundation,Ratnagiri,"Behind Bank Of India Zonal Office , Shivajinagar , Chiplun",Maharashtra,415639,0,,,
19168,"17.5260425, 73.5203923",Parkar Hospital,Ratnagiri,"828, Shivaji Nagar",Maharashtra,415639,0,,,
19169,"16.5494405, 73.6009811",Sushrut Surgical and Maternity Hospiotal,Ratnagiri,Maruti Mandir,Maharashtra,415639,0,,,
19170,"16.990215, 73.3120233",Swasti Medical Foundation Chirayu Hospital,Ratnagiri,"Ratnagiri Kolhapur Road, Salvi Stop",Maharashtra,415639,0,,,
19171,"17.7195516, 73.3968136",Dr.Bade Hospital,Ratnagiri,Khed,Maharashtra,415709,0,,,
19172,"17.7195516, 73.3968136",Gharda Medical Foundation,Ratnagiri,"Gharda Colony, Lote Midc, Peer Lote, Tal.Khed",Maharashtra,415709,0,,,
19173,"17.7195516, 73.3968136",Maniyar Childrens Hospital,Ratnagiri,"Mukadam Complex, Tin Batti Naka, Khed Naka, Khed",Maharashtra,415709,0,,,
19174,"16.990215, 73.3120233",Ankur Balrugnalaya,Ratnagiri,"557, Family Mal Dapoli Dapoli Ratnagiri",Maharashtra,415712,0,,,
19175,"17.753112, 73.1880618",Bhatkar Hospital - Dapoli-Ratnagiri,Ratnagiri,"Mahalaxmi Road, Dapoli",Maharashtra,415712,0,,,
19176,"17.753112, 73.1880618",Dr.Patwardhan Hospital,Maharashtra,Gimhavane, Anjarle Road Post-Dapoli,Ratnagiri,415712,0,,
19177,"17.7195516, 73.3968136",Parshuram Hospital and Research Center,Ratnagiri,"Ghanekhunt-Lote, Tal. Khed",Maharashtra,415722,0,,,
19178,"17.2826079, 73.4569787",Chhotubhai Desai Hospital,Ratnagiri,"Vaibhav Vasahat , Korle Rd. A/P Lanja",Maharashtra,416701,0,,,
19179,"16.8559112, 73.541744",Pandit Dindal Hospital and Daignostic Center,Ratnagiri,"Stavali Rd. Lanja , Ratnagiri",Maharashtra,416701,0,,,
19180,"17.1726928, 74.5867654",Chintamani Eye Hospital,Sangli,"Opposite Water Tank, Yashwant Nagar",Maharashtra,415311,0,,,
19181,"17.2751726, 74.5357127",Shree Sai Hospital,Sangli,"Kanpur Road, Vita",Maharashtra,415311,0,,,
19182,"17.1726928, 74.5867654",Sudha Maternity Home,Sangli,"Lakade Hospital, Salshinge Road, Vita",Maharashtra,415311,0,,,
19183,"17.0365749, 74.6053916",Tara Hospital,Sangli,Behind S.T.Stand Vita,Maharashtra,415311,0,,,
19184,"17.1726928, 74.5867654",Vita Medl Foundation and Res Center Ltd,Sangli,"Salshinge Road Near Vita Bank, Yashwantnagar, Vita",Maharashtra,415311,0,,,
19185,"17.1726928, 74.5867654",Yashwant Hospital,Sangli,"Yashwant Nagar, Behind S T Stand Vita Teh Kanpur Dangli",Maharashtra,415311,0,,,
19186,"16.9646394, 74.13203",Anand Hospital,Sangli,"Nath Road, Shirala",Maharashtra,415408,0,,,
19187,"17.1726928, 74.5867654",Gurukrupa Arogyadham,Sangli,"Behind S.T.Stand, Islampur",Maharashtra,415409,0,,,
19188,"17.0265067, 74.3743435",Loknete Rajarambapu Patil Hospital And Research Ce,Sangli,Sangli Road Islampur Tal Walwa Islampur,Maharashtra,415409,0,,,
19189,"17.047761, 74.2625418",Porwal Hospital,Sangli,"S.T Stand Road, Islampur",Maharashtra,415409,0,,,
19190,"17.1726928, 74.5867654",Prakash Memorial Clinic,Sangli,"Near Ganesh Bhaji Mandal, Islampur",Maharashtra,415409,0,,,
19191,"17.1726928, 74.5867654",Shri Sai Surgical And Maternity Hospital - Islampur,Sangli,"Near Church , Yallama Chowk, A / P - Unin",Maharashtra,415409,0,,,
19192,"17.0558254, 74.228204",Shushrusha Hospital,Sangli,"Peth - Sangli Road,Opposite Mankeshwar Cinema Hall",Maharashtra,415409,0,,,
19193,"17.0557425, 74.2634159",Umrani Hospital and Icu Centre,Sangli,"Mantri Colony ,Islampur",Maharashtra,415409,0,,,
19194,"17.1726928, 74.5867654",Sri Seva Hospital,Sangli,"Near J.P. Industries, Pauls Colony Road, Kirioskrvadi",Maharashtra,416308,0,,,
19195,"17.097643, 74.4496317",Shashi Clinic,Sangli,Tasgaon Rod-Palus,Maharashtra,416310,0,,,
19196,"17.1726928, 74.5867654",Guru Krupa Hospital - Kavate Mahankal,Sangli,Dr Mhetre J D Dattanagar Road,Maharashtra,416405,0,,,
19197,"17.1726928, 74.5867654",Akshay Clinic and Hospital,Sangli,"Opposite Datta Mandir, Miraj",Maharashtra,416410,0,,,
19198,"16.706579, 74.2589069",Bhomaj Hospital,Sangli,"Yashawant Housing Society, Sangli Road",Maharashtra,416410,0,,,
19199,"17.1726928, 74.5867654",Dr Anil Kulkarni Eye Hospital,Sangli,"21, Hiremath Plots, Near Vantmure Corner, Sangali Road, Miraj",Maharashtra,416410,0,,,
19200,"17.1726928, 74.5867654",Dr Sreenivas G A,Sangli,"Near Water Tank, Madhav Peth , Miraj",Maharashtra,416410,0,,,
19201,"17.1726928, 74.5867654",Dr.Mali Balrugnalay,Sangli,"Shivaji Road, Opposite Market Yard, Near Water Tank, Miraj",Maharashtra,416410,0,,,
19202,"17.1726928, 74.5867654",Drishti Eye Clinic And Phoco Centre,Sangli,"Near Water Tank, Madhav Peth, Miraj",Maharashtra,416410,0,,,
19203,"16.8553, 74.5723",Paramashetti Hospital,Sangli,"Vishwas Estate, Sangli Road",Maharashtra,416410,0,,,
19204,"17.1726928, 74.5867654",Shaikh Hospital,Sangli,"Zaribhag, Infront Of Dr.Sudhir Shah Hosp, Ambedkar Road, Miraj",Maharashtra,416410,0,,,
19205,"17.1726928, 74.5867654",Shanti Saroj Netralaya,Sangli,"901/902, Beside Sundar Nagar, Anand Nursing Home Road, Miraj",Maharashtra,416410,0,,,
19206,"16.823421, 74.5959735",Shree Poly Clinic and Manakapure Hospital,Sangli,"Sangli-Miraj Road, Miraj",Maharashtra,416410,0,,,
19207,"16.823421, 74.5959735",Sortur Hospital,Sangli,"Miraj-Sangli Road, Miraj",Maharashtra,416410,0,,,
19208,"16.8467303, 74.6006306",Susheel Maternity And Gynaecological Hospital,Sangli,"354/1, Near Guest House,Sangli - Miraj Road",Maharashtra,416410,0,,,
19209,"17.1726928, 74.5867654",Swasthiyog Pratishthan,Sangli,"Fracture & Orthopaedic Hospital, Extension Area, Miraj",Maharashtra,416410,0,,,
19210,"17.1726928, 74.5867654",Tamboli Nursing Home,Sangli,"Arafa Hotel Road, Miraj",Maharashtra,416410,0,,,
19211,"16.8523973, 74.5814773",The Wanless Hospital,Sangli,Miraj Medical,Maharashtra,416410,0,,,
19212,"17.1726928, 74.5867654",Aditya Hospital,Sangli,Main Chowk Vishrambag,Maharashtra,416415,0,,,
19213,"16.8453567, 74.6019776",Dr Ashok Patil Clinic,Sangli,"Dr Ashok Patil Clinic, Vishrambag",Maharashtra,416415,0,,,
19214,"17.1726928, 74.5867654",Dr Patils Hospital,Sangli,"365, Kinikar Patil Estate Vishrambag",Maharashtra,416415,0,,,
19215,"16.8453567, 74.6019776",Kullolli Hospital,Sangli,"Near Railway Gait, Vishrambag",Maharashtra,416415,0,,,
19216,"17.1726928, 74.5867654",Adhar Intensive Care Unit,Sangli,"Opposite Civil Hosp, 2Nd Lane, Ganesh Nagar, South Shivajinagar",Maharashtra,416416,0,,,
19217,"17.1726928, 74.5867654",Anuradha Eye Hospital,Sangli,"100Ft Road, Near Walchand College Of Engg,Vishrambag",Maharashtra,416416,0,,,
19218,"12.9851721, 77.6037023",Dharamsi Hospital,Sangli,"Chandni Chowk, South Shivajinagar",Maharashtra,416416,0,,,
19219,"16.7049873, 74.2432527",Kabade Surgical Hospital,Sangli,"Kolhapur Road, Opposite Bharat Transport, Near S. T. Stand",Maharashtra,416416,0,,,
19220,"17.1726928, 74.5867654",Kothari Accident and Ortho Paedic Hospital,Sangli,Opp Walwalkar Petrol Pump Old Station Azad Chowk,Maharashtra,416416,0,,,
19221,"16.8523973, 74.5814773",Kranti Cardiac Center,Sangli,Stand Road,Maharashtra,416416,0,,,
19222,"17.1726928, 74.5867654",Limaye Eye Clinic,Sangli,"Satya Appt , Dr B J Joshi",Maharashtra,416416,0,,,
19223,"40.7995158, -77.8363157",Mehta Hospital - Sangli,Sangli,"66, Timber Area, Near K.W.C. College",Maharashtra,416416,0,,,
19224,"16.8523973, 74.5814773","Mhaishalkar Shinde Orthopaedic Postgraduate Research Center,Acciedent and Mulitispeciality Hospital",Sangli,"S.T Stand Road,In Front Of Civil Hospital",Maharashtra,416416,0,,,
19225,"19.8300434, 75.8792975",Palkar Eye Hospital,Sangli,"#1684, Ganesh Nagar,Near Civil Hospital",Maharashtra,416416,0,,,
19226,"17.1726928, 74.5867654",Paranjape Hospital and Iccu,Sangli,Nr. Meera Housing Society. Madhav Nagar Rd.,Maharashtra,416416,0,,,
19227,"17.1726928, 74.5867654",Sanjeen Hospital,Sangli,"Orthopaedic Nursing Home, Gulmohar Colony",Maharashtra,416416,0,,,
19228,"17.1726928, 74.5867654",Sarvhit Medical Nursing Home and Icu,Sangli,"532 A, South Shivaji Nagar, OppositeOsite Zp Office,Pudhari Bhavan",Maharashtra,416416,0,,,
19229,"16.8535993, 74.5722213",Sharddha Surgical And Accident Hospital,Sangli,"Civil Hospital Chowk, Ambedkar Road",Maharashtra,416416,0,,,
19230,"24.459535, 74.8748312",Shintre Hospital,Sangli,Near Civil Hospital Dr.Amdedkar Road,Maharashtra,416416,0,,,
19231,"16.8535993, 74.5722213",Shraddha Surgical and Accident Hospital,Sangli,"Civil Hospital Chowk,Ambedkar Road",Maharashtra,416416,0,,,
19232,"16.8407826, 74.5639858",Shree Medical Nursing Home,Sangli,"Behind Daily Rashtrashakti & S.T.Stand, Kolhapur Road",Maharashtra,416416,0,,,
19233,"16.8535825, 74.5773208",Shri Balvantrao Birnale Memorial Hospital,Sangli,"1677, Dr.Ambedkar Road, Shivaji Nagar South",Maharashtra,416416,0,,,
19234,"17.0854162, 74.421785",Sou. Radhabai Maternity Maternity Hospital Trust,Sangli,Kirloskarvadi,Maharashtra,416416,0,,,
19235,"17.1726928, 74.5867654",Sushruta Plastic Surgery Burns Hospital-Sangli,Sangli,"Near Garpir, Civil Hospital Road",Maharashtra,416416,0,,,
19236,"16.8523973, 74.5814773",Ushahkal Nursing Home,Sangli,Opp Zila Parishad Opp Zila Parishad,Maharashtra,416416,0,,,
19237,"17.1726928, 74.5867654",Walvekar Hospital,Sangli,"Ganesh Nagar, 6Th Lane, Opposite Garpir Darga, Shivashankar Chowk",Maharashtra,416416,0,,,
19238,"17.1726928, 74.5867654",Wasavade Hospital,Sangli,Near Mali Theatre Gulmohar Col South Shivajinagar,Maharashtra,416416,0,,,
19239,"17.0488981, 75.2212873",Yash Madhu Hospital,Sangli,"Chavan Complex, Opp Sindhi Hall, Dr Ambedkar Rd, Near S.T Stand",Maharashtra,416416,0,,,
19240,"17.1726928, 74.5867654",Yashoda Hospital and Premature Care Unit,Sangli,"Behind S.T Stand,Savarkarnagar",Maharashtra,416416,0,,,
19241,"20.0319396, 74.7688173",Sanjeevan Hospital,Satara,"Mainroad, Shirvaltal-Khandala",Maharashtra,412801,0,,,
19242,"17.6361289, 74.2982781",Shri Seva Medical Foundation,Satara,"No: 1301, 1302, 1303 Off Pune Bangalore Road Off Pune Bangalore Road Shirwa",Maharashtra,412801,0,,,
19243,"20.0319396, 74.7688173",Shree General and Maternity Hospital,Satara,"Sajara Iilha Parishad,Tal-Khandala",Maharashtra,412802,0,,,
19244,"17.9559945, 73.8933596",Chintamani Eye and Dental Clinic,Satara,"1416/B, Ravivar Peth, Wai",Maharashtra,412803,0,,,
19245,"17.6361289, 74.2982781",Geetanjali Hospital - Wai,Satara,"2410/B Siddhanath Wadi Near S.T.Stand Wai Dak Bunglow Road, Wai",Maharashtra,412803,0,,,
19246,"17.6361289, 74.2982781",General Hospital - Wai,Satara,"927 , Dharamapuri",Maharashtra,412803,0,,,
19247,"17.9532779, 73.886745",Ghotavadekar Hospital And Sanchit Icu,Satara,"425/A, Ganpati Ali, Wai",Maharashtra,412803,0,,,
19248,"17.6361289, 74.2982781",Mirajkar Hospital,Satara,329/A Wai Wai,Maharashtra,412803,0,,,
19249,"17.9471204, 73.8904198",Navjeewan Hospital [Wai],Satara,"Songirwadi, Near Mission Hospital, Wai",Maharashtra,412803,0,,,
19250,"17.6361289, 74.2982781",Patange Hospital,Satara,"538, Ganpati Aali Vai",Maharashtra,412803,0,,,
19251,"17.9439732, 73.8904385",Sonia Clinic and Saidutta Hospital,Satara,"78/A, Bavdhan Road, Wai",Maharashtra,412803,0,,,
19252,"17.9486823, 73.8918897",W.F.P Memorial Hospital,Satara,Wai,Maharashtra,412803,0,,,
19253,"17.6361289, 74.2982781",Panchgani Orthopaedic Center,Satara,"239, Near Ghatjai Temple",Maharashtra,412805,0,,,
19254,"17.6361289, 74.2982781",(Netrasanjivani)Dr.Bokil Eye Hospital,Satara,"497/A, Sadarbazar , Civil Hospital Road ,Camp",Maharashtra,415001,0,,,
19255,"17.6361289, 74.2982781","Ashwini Hospital , Satara",Satara,"500/A, Sadar Bazar, Opp Civil Hospital",Maharashtra,415001,0,,,
19256,"17.6846523, 74.016792",Bhosale Netra Rugnalaya [Satara],Satara,"Satara Dhuthsangha Building, Near Sainik Bank, Powai Naka",Maharashtra,415001,0,,,
19257,"17.6361289, 74.2982781",Chaitanya Seva Hospital,Satara,"511, Sadar Bazar, Chavan Complex, Opposite Collector Office , Satara Office",Maharashtra,415001,0,,,
19258,"17.6908169, 73.9969229",Chiryu Childran Hospital and Research Center,Satara,New Radhika Road,Maharashtra,415001,0,,,
19259,"17.6361289, 74.2982781",Deccan Medical Center,Satara,"28, Kalyani Estate, Opposite Z.P",Maharashtra,415001,0,,,
19260,"17.6804639, 74.018261",Dr Kandalgaonkar Eye Hospital,Satara,,Maharashtra,415001,0,,,
19261,"17.6361289, 74.2982781","Dr Patil Orthopedic, Accident, Trauma-Icu and Eye Hospital",Satara,"8, Shishank Colony, Behind Remand Home Sadar Bazar",Maharashtra,415001,0,,,
19262,"17.6361289, 74.2982781",Dr Pendharkar Hospital [Satara],Satara,"530-A, Sadarbazar, Parsin Coloney",Maharashtra,415001,0,,,
19263,"17.6361289, 74.2982781",Dr Pol Orthopaedic Hospital [Satara],Satara,"Plot No-1, Cts 19/117, Pantachagot",Maharashtra,415001,0,,,
19264,"17.6361289, 74.2982781",Dr. Bokil Netra Ruganalya,Satara,"496 / A, Sadar Bazar, Sivil Hospital Road, Pawai Naka",Maharashtra,415001,0,,,
19265,"17.6361289, 74.2982781",Girija Hospital and Neuro Surgical Icu,Satara,"76,Malhar Peth,Police Headquater To St Stand Road",Maharashtra,415001,0,,,
19266,"17.6847964, 73.9925526",Girija Neurosurgical Icu and Hospital[Satara],Satara,"76 / 25, Malhar Peth",Maharashtra,415001,0,,,
19267,"17.6361289, 74.2982781",Janaseva Hospital,Satara,Chawadi Chauk Dahiwada,Maharashtra,415001,0,,,
19268,"17.5011247, 73.9796512",Jeevan Jyot Rugnalaya [Satara],Satara,"97, Shanivar Peth",Maharashtra,415001,0,,,
19269,"17.693589, 74.0094172",Jeevandhara Hospital,Satara,"Opposite Zilla Parishad, Opp New Dcc Banksamor Sadar Bazar",Maharashtra,415001,0,,,
19270,"17.6361289, 74.2982781",Kanishka Speciality Hospital,Satara,"Jaldhara Bldg, Shivaji Housing Society",Maharashtra,415001,0,,,
19271,"17.6361289, 74.2982781",Karpe Hospital and Maternity Home,Satara,313/C Plot No 7 Radhika Road Near Lions Eye Hospital,Maharashtra,415001,0,,,
19272,"17.6361289, 74.2982781",Kiran Hospital [Maan],Satara,"Omkar Building, St Stand, Dahiwadi Behind Datta Mandir, Chaitanya Nagar, Behind Datta Mandir, Chaitanya Nagar",Maharashtra,415001,0,,,
19273,"17.7000314, 73.9855774",Mangalmurti Hospital,Satara,"18, Deshmukh Colony",Maharashtra,415001,0,,,
19274,"17.6875811, 74.0456142",Meenakshi Hospital [Satara],Satara,"Old Main Hospital Building, Visawa Naka, Satara - Koregaon Road",Maharashtra,415001,0,,,
19275,"17.6846523, 74.016792",Nandadeep Hospital and Research Centre,Satara,"Amrit Medical & Educational Foundation,36/39 Ramkrishna Colony,Civil Hospital Road,Powai Naka",Maharashtra,415001,0,,,
19276,"17.6361289, 74.2982781",Netra Sanjivani Dr Bokil Eye Hospital,Satara,"Netrasanjivani' 497/A Sadar Bazar, Civil Hospital Road, Camp",Maharashtra,415001,0,,,
19277,"17.6361289, 74.2982781",Palwe Hospital,Satara,"A/P Kudal, Tal: Jaoli",Maharashtra,415001,0,,,
19278,"17.6361289, 74.2982781",Prathiba Hospital Pvt Ltd,Satara,"Century Hall, 523 A/1/4 Sardar Bazar Opp Zilla Parishad",Maharashtra,415001,0,,,
19279,"17.6894983, 74.0145886",Radhika Nursing Home,Satara,"Ajinkya Colony, Powai Naka, Ajinkya Colony",Maharashtra,415001,0,,,
19280,"17.68087, 74.0126036",Sanchit Accident And Maternity Hospital,Satara,"7,Zunjar Colony,Monark Hotel To Godoli Rd,Godoli",Maharashtra,415001,0,,,
19281,"17.6361289, 74.2982781",Sanjeevan Icu Pvt. Ltd.,Satara,"Opposite Nagar, Palika Shopping Centre, Sadar Bazar",Maharashtra,415001,0,,,
19282,"17.6361289, 74.2982781",Sarwate Eye Clinic and Laser Center,Satara,"482, A/3, Sadarbazar, Near Old R.T.O.",Maharashtra,415001,0,,,
19283,"17.6908169, 73.9969229",Satara Camp Lions Nab Netra Rugnalay,Satara,New Radhika Road,Maharashtra,415001,0,,,
19284,"17.6361289, 74.2982781",Satara Hospital,Satara,"Plot No-26, Kalyani Estate Opp-Zilla Parishad",Maharashtra,415001,0,,,
19285,"17.68087, 74.0126036",Shivam Maternity and Surgical Hospital,Satara,"Plot No.1, Shivneri Housing Society, Shahunagar, Godoli",Maharashtra,415001,0,,,
19286,"17.7031208, 74.5433988",Shree Datta Hospital [Khatav],Satara,"Dahivadi, Vaduj Road, Walunj",Maharashtra,415001,0,,,
19287,"17.6361289, 74.2982781",Shubhankar Polyclinic and Icu- Rsby,Satara,"467 / 7A/3B, Sadar Bazar, Opposite Mutha Agency, Civil Hospital Road",Maharashtra,415001,0,,,
19288,"17.6361289, 74.2982781",Sidhivinayak Hospital,Satara,"New Radhika Road,Market Yard,Near The Karad Janata Bank Ltd.",Maharashtra,415001,0,,,
19289,"17.6804639, 74.018261",Sukhatankar Hospital,Satara,,Maharashtra,415001,0,,,
19290,"17.6361289, 74.2982781",Suryaprabha Hospital[ Proctology Clinic and Research Center],Satara,"Opposite Kadam Petrol Pump, Near St Stand, Radhika Road",Maharashtra,415001,0,,,
19291,"17.6922546, 74.0078977",Symbiosis Hospital And Research Centre Pvt. Ltd.,Satara,"491/42 Plot No.491/30, Near Banglow Sadar Bazar",Maharashtra,415001,0,,,
19292,"17.693589, 74.0094172",Thoke Hospital,Satara,Sadar Bazar,Maharashtra,415001,0,,,
19293,"17.693589, 74.0094172",Urmila Maternity Home,Satara,"Chinar Plaza, Old R.T.O. Road, Sadar Bazar",Maharashtra,415001,0,,,
19294,"17.691496, 73.998881",Vaishnavi Hospital,Satara,"Godavari Complex, Radhika Road",Maharashtra,415001,0,,,
19295,"17.6847964, 73.9925526",Wagholikar Eye Clinic,Satara,"13 A, Malhar Peth",Maharashtra,415001,0,,,
19296,"17.6361289, 74.2982781",Yashashree Hospital,Satara,"New Radhika Road, Near Rajtara Hotel",Maharashtra,415001,0,,,
19297,"17.6361289, 74.2982781",Yashwant Neuro Surgery and Trauma Center [Satara],Satara,"S.No. 313, New Radhika Road, Near Lions Nab",Maharashtra,415001,0,,,
19298,"18.4938165, 73.8517328",Zore Bal Hospital,Satara,Bank Off Maharstra 66 Laxminagar Koregaon,Maharashtra,415001,0,,,
19299,"17.7000314, 73.9855774",Barge Hospital [Satara],Satara,"18, Deshmukh Colony",Maharashtra,415002,0,,,
19300,"17.6361289, 74.2982781",Chintamani Hospital [Satara],Satara,"777, Shanivar Peth, Satara Near Devi Chouk Near Devi Chouk",Maharashtra,415002,0,,,
19301,"17.6361289, 74.2982781",Criti Care Center,Satara,"28, Kalyani Estate, Opposite Zilla Parishad",Maharashtra,415002,0,,,
19302,"17.6361289, 74.2982781",Datta Kashi Hospital [Satara],Satara,"227 Shaniwar Peth, Devi Chowk",Maharashtra,415002,0,,,
19303,"17.6847964, 73.9925526",Dhanvantari Hospital,Satara,Malhar Peth,Maharashtra,415002,0,,,
19304,"17.6879608, 73.9874105","Dr M N Agashe Charitable Hospital and Maternity Home, Satara",Satara,"6, Shukrawar Peth",Maharashtra,415002,0,,,
19305,"17.6361289, 74.2982781",Kanishka Multi Speciality Hospital,Satara,"Jaldhara Bldg, Shivaji Housing Society, Sadar Bazar, Near Dena Bank, Sadar Bazar, Near Dena Bank",Maharashtra,415002,0,,,
19306,"17.6361289, 74.2982781",Modern Clinic,Satara,"1038, Bramanshahi Wai",Maharashtra,415002,0,,,
19307,"17.6361289, 74.2982781",Moraya Hospital and Research Center,Satara,"Surve No. 21, Bombay Restaurant Chowk, Opposite Natraj Mandir",Maharashtra,415002,0,,,
19308,"17.68087, 74.0126036",Neo Care Centre,Satara,"Dr Umesh B Deshmukh, Sai Baba Mandir, Godoli",Maharashtra,415002,0,,,
19309,"17.6361289, 74.2982781","Netra-Deep Eye Clinic, Satara",Satara,"Bodhe Nursing Home, Near Koteshwar Mandir, Shahupuri Road",Maharashtra,415002,0,,,
19310,"18.5194431, 73.8519356",Patil Eye Clinic,Satara,"703/A, Shaniwar Peth",Maharashtra,415002,0,,,
19311,"17.2759841, 74.2003231",Rajyog Hospital,Satara,"Morya Arcade, Near Popatbhai Petrol Pump, Market Yard, Shanivar Peth,Karad",Maharashtra,415002,0,,,
19312,"17.6806988, 73.9817552",Samarth Hospitals Pvt Ltd,Satara,"189-B, Kala Vanijya College Yadogopal Peth",Maharashtra,415002,0,,,
19313,"17.6361289, 74.2982781",Shinde Hospital [Satara],Satara,"402- B, Mangalwar Peth, Near Samarth Mandir Chouk",Maharashtra,415002,0,,,
19314,"17.6361289, 74.2982781",Shree Swami Samarth Hospital,Satara,"At/Po-Kudal, Taluka-Jaoli",Maharashtra,415002,0,,,
19315,"17.6837861, 73.998499",Shri Ram Hospital,Satara,"19, Somwar Stara",Maharashtra,415002,0,,,
19316,"17.9486823, 73.8918897",Sunita Hospital,Satara,"Panchwad, Tai Wai",Maharashtra,415002,0,,,
19317,"17.678773, 73.9889896",Varad Children Hospital,Satara,"167, Yadogopal Peth,Near Samarth Mandir",Maharashtra,415002,0,,,
19318,"17.6361289, 74.2982781",Vivekanand Netralaya,Satara,"168, Yadodopal Pethrajdhani Towers, Bakula Hall - 2, Rajwada",Maharashtra,415002,0,,,
19319,"17.6361289, 74.2982781",Yash Eye Clinic,Satara,"No. 355, Somwar Peth,Opp New Marathi School",Maharashtra,415002,0,,,
